norad,nome,categoria_n2yo,categoria_coleta,no_recorte
37820,,Raduga,,não
37820,,Molniya,,não
37820,,Iridium,,não
37820,,Orbcomm,,não
37820,,Globalstar,,não
37820,,Amateur radio,,não
37820,,Experimental,,não
37820,,Int'l Space Station,,não
37820,,GPS Operational,,não
37820,,Glonass Operational,,não
37820,,Galileo,,não
37820,,Satellite-Based Augmentation System,,não
37820,,Navy Navigation Satellite System,,não
37820,,Russian LEO Navigation,,não
37820,,Space & Earth Science,,não
37820,,Geodetic,,não
37820,,Engineering,,não
37820,,Education,,não
37820,,Weather,,não
37820,,Military,,não
37820,,Radar Calibration,,não
37820,,CubeSats,,não
37820,,XM and Sirius,,não
37820,,TV,,não
37820,,Beidou,,não
37820,,Yaogan,,não
37820,,Westford Needles,,não
37820,,Parus,,não
37820,,Strela,,não
37820,,NOAA,,não
37820,,Gonets,,não
37820,,Tsiklon,,não
37820,,Tsikada,,não
37820,,O3B Networks,,não
37820,,Tselina,,não
37820,,Celestis,,não
37820,,IRNSS,,não
37820,,QZSS,,não
37820,,Flock,,não
37820,,Lemur,,não
37820,,GOES,,não
37820,,Global Positioning System (GPS) Constellation,,não
37820,,Glonass Constellation,,não
37820,,Starlink,,não
37820,,OneWeb,,não
37820,,Chinese Space Station,,não
37820,,Qianfan,,não
37820,,Leo,,não
37820,,GeeSAT,,não
37820,,Earth resources,,não
37820,,Search & rescue,,não
37820,,Disaster monitoring,,não
37820,,Tracking and Data Relay Satellite System,,não
37826,,Geostationary,,não
37829,,Glonass Constellation,,não
37834,,Geostationary,,não
37834,,Intelsat,,não
37834,,TV,,não
37836,,Geostationary,,não
37836,,TV,,não
37839,,Amateur radio,,não
37839,,Space & Earth Science,,não
37840,,Tracking and Data Relay Satellite System,,não
37841,,Amateur radio,,não
37841,,Space & Earth Science,,não
37843,,Geostationary,,não
37846,,Galileo,,não
37847,,Galileo,,não
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Brightest,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Geostationary,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Intelsat,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Gorizont,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Raduga,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Molniya,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Iridium,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Orbcomm,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Globalstar,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Amateur radio,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Experimental,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Int'l Space Station,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),GPS Operational,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Glonass Operational,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Galileo,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Satellite-Based Augmentation System,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Navy Navigation Satellite System,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Russian LEO Navigation,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Space & Earth Science,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Geodetic,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Engineering,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Education,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Weather,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Military,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Radar Calibration,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),CubeSats,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),XM and Sirius,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),TV,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Beidou,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Yaogan,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Westford Needles,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Parus,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Strela,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),NOAA,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Gonets,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Tsiklon,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Tsikada,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),O3B Networks,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Tselina,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Celestis,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),IRNSS,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),QZSS,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Flock,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Lemur,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),GOES,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Global Positioning System (GPS) Constellation,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Glonass Constellation,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Starlink,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),OneWeb,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Chinese Space Station,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Qianfan,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Leo,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),GeeSAT,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Earth resources,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Search & rescue,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Disaster monitoring,A — sensoriamento remoto,sim
37849,NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),Tracking and Data Relay Satellite System,A — sensoriamento remoto,sim
37867,,Glonass Operational,,não
37867,,Glonass Constellation,,não
37868,,Glonass Operational,,não
37868,,Glonass Constellation,,não
37869,,Glonass Operational,,não
37869,,Glonass Constellation,,não
37875,Yaogan 12 (Remote Sensing Satellite 12),Space & Earth Science,A — sensoriamento remoto,sim
37875,Yaogan 12 (Remote Sensing Satellite 12),Military,A — sensoriamento remoto,sim
37875,Yaogan 12 (Remote Sensing Satellite 12),Yaogan,A — sensoriamento remoto,sim
37930,Chuangxin 1-3 (Innovation 1-3),Space & Earth Science,A — sensoriamento remoto; B — coleta de plataformas (DCS/IoT),sim
37930,Chuangxin 1-3 (Innovation 1-3),Disaster monitoring,A — sensoriamento remoto; B — coleta de plataformas (DCS/IoT),sim
37931,"Shiyan 4 (SY4, Experimental Satellite 4)",Space & Earth Science,A — sensoriamento remoto,sim
37933,,Geostationary,,não
37938,,Glonass Constellation,,não
37948,,Beidou,,não
37950,,Geostationary,,não
37950,,TV,,não
37951,,Geostationary,,não
37954,"IGS-7A (Information Gathering Satellite 7A, IGS Radar 3)",Military,A — sensoriamento remoto,sim
38007,ELISA-W11 (ELectronic Intelligence by SAtellite),Military,A — sensoriamento remoto; C — sinais cooperativos (AIS/ADS-B/RF),sim
38008,ELISA-E24 (ELectronic Intelligence by SAtellite),Military,A — sensoriamento remoto; C — sinais cooperativos (AIS/ADS-B/RF),sim
38009,ELISA-W23 (ELectronic Intelligence by SAtellite),Military,A — sensoriamento remoto; C — sinais cooperativos (AIS/ADS-B/RF),sim
38010,ELISA-E12 (ELectronic Intelligence by SAtellite),Military,A — sensoriamento remoto; C — sinais cooperativos (AIS/ADS-B/RF),sim
38011,SSOT (Sistema Satelital para la Observación de la Tierra),Geodetic,A — sensoriamento remoto,sim
38012,Pléiades HR1A,Military,A — sensoriamento remoto,sim
38013,,Experimental,,não
38014,,Geostationary,,não
38038,Ziyuan 1-02C,Geodetic,A — sensoriamento remoto,sim
38038,Ziyuan 1-02C,Earth resources,A — sensoriamento remoto,sim
38040,,Globalstar,,não
38041,,Globalstar,,não
38042,,Globalstar,,não
38043,,Globalstar,,não
38044,,Globalstar,,não
38045,,Globalstar,,não
38049,Fengyun 2F (FY 2F),Geostationary,A — sensoriamento remoto,sim
38049,Fengyun 2F (FY 2F),Weather,A — sensoriamento remoto,sim
38070,,Geostationary,,não
38070,,Military,,não
38077,,Amateur radio,,não
38077,,CubeSats,,não
38087,,Geostationary,,não
38091,,Beidou,,não
38093,,Geostationary,,não
38093,,Military,,não
38098,,Geostationary,,não
38098,,Intelsat,,não
38101,,Military,,não
38107,,Geostationary,,não
38109,"FIA Radar 2 (Future Imagery Architecture (FIA) Radar 2, NROL-25, USA 234, Topaz)",Military,A — sensoriamento remoto,sim
38245,,Geostationary,,não
38245,,TV,,não
38248,RISat-1 (Radar Imaging Satellite 1),Military,A — sensoriamento remoto,sim
38248,RISat-1 (Radar Imaging Satellite 1),Earth resources,A — sensoriamento remoto,sim
38250,,Beidou,,não
38251,,Beidou,,não
38254,,Geostationary,,não
38254,,Military,,não
38257,Yaogan 14 (Remote Sensing Satellite 14),Military,A — sensoriamento remoto,sim
38257,Yaogan 14 (Remote Sensing Satellite 14),Yaogan,A — sensoriamento remoto,sim
38331,,Geostationary,,não
38331,,TV,,não
38332,,Geostationary,,não
38332,,TV,,não
38337,"Global Change Observation Mission - 1 Water (GCOM-1, Shikuzu)",Amateur radio,A — sensoriamento remoto,sim
38337,"Global Change Observation Mission - 1 Water (GCOM-1, Shikuzu)",Space & Earth Science,A — sensoriamento remoto,sim
38338,"Kompsat-3 (Arirang 3, Korean Multipurpose Satellite-3)",Amateur radio,A — sensoriamento remoto,sim
38338,"Kompsat-3 (Arirang 3, Korean Multipurpose Satellite-3)",Space & Earth Science,A — sensoriamento remoto,sim
38339,SDS-4 (Small Demonstration Satellite-4),CubeSats,C — sinais cooperativos (AIS/ADS-B/RF),sim
38340,,Amateur radio,,não
38340,,Space & Earth Science,,não
38342,,Geostationary,,não
38342,,TV,,não
38352,,Geostationary,,não
38352,,Military,,não
38354,Yaogan 15 (Remote Sensing Satellite 15),Space & Earth Science,A — sensoriamento remoto,sim
38354,Yaogan 15 (Remote Sensing Satellite 15),Military,A — sensoriamento remoto,sim
38354,Yaogan 15 (Remote Sensing Satellite 15),Yaogan,A — sensoriamento remoto,sim
38356,,Geostationary,,não
38356,,Intelsat,,não
38356,,TV,,não
38358,,Space & Earth Science,,não
38466,,Military,,não
38528,"Advanced Orion 8 (Mentor, NRO L-15, USA 237)",Military,A — sensoriamento remoto; C — sinais cooperativos (AIS/ADS-B/RF),sim
38551,,Geostationary,,não
38552,"Meteosat 10 (MSGalaxy-3,MSG 3)",Geostationary,A — sensoriamento remoto,sim
38552,"Meteosat 10 (MSGalaxy-3,MSG 3)",Weather,A — sensoriamento remoto,sim
38652,,Geostationary,,não
38709,,Weather,,não
38711,,Experimental,,não
38730,,Geostationary,,não
38733,,Military,,não
38734,,Gonets,,não
38735,,Amateur radio,,não
38735,,Experimental,,não
38736,,Amateur radio,,não
38736,,Gonets,,não
38740,,Geostationary,,não
38740,,Intelsat,,não
38741,,Geostationary,,não
38745,,Geostationary,,não
38749,,Geostationary,,não
38749,,Intelsat,,não
38753,"Van Allen Probe B (RBSP-B, Radiation Belt Storm Probes)",Space & Earth Science,A — sensoriamento remoto,sim
38755,Spot 6 (Système Probatoire d’Observation de la Terre),Earth resources,A — sensoriamento remoto,sim
38756,,Amateur radio,,não
38756,,Experimental,,não
38758,"SB-WASS 3-6 (Space Based Wide Area Surveillance System) NOSS 3-6, USA 238, NRO L36, Intruder)",Military,A — sensoriamento remoto; C — sinais cooperativos (AIS/ADS-B/RF),sim
38759,,Military,,não
38760,Aeneas,Amateur radio,B — coleta de plataformas (DCS/IoT),sim
38760,Aeneas,CubeSats,B — coleta de plataformas (DCS/IoT),sim
38761,,Amateur radio,,não
38761,,CubeSats,,não
38762,,Amateur radio,,não
38762,,CubeSats,,não
38763,,Amateur radio,,não
38763,,CubeSats,,não
38764,,CubeSats,,não
38765,,CubeSats,,não
38771,MetOp-B (Meteorological Operational satellite),Brightest,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),Geostationary,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),Intelsat,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),Gorizont,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),Raduga,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),Molniya,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),Iridium,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),Orbcomm,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),Globalstar,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),Amateur radio,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),Experimental,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),Int'l Space Station,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),GPS Operational,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),Glonass Operational,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),Galileo,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),Satellite-Based Augmentation System,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),Navy Navigation Satellite System,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),Russian LEO Navigation,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),Space & Earth Science,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),Geodetic,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),Engineering,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),Education,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),Weather,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),Military,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),Radar Calibration,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),CubeSats,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),XM and Sirius,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),TV,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),Beidou,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),Yaogan,A — sensoriamento remoto,sim
38771,MetOp-B (Meteorological Operational satellite),Westford Needles,A — sensoriamento remoto,sim
